rank,gk_sp_id,player_name,season_id,season_name,grade,matches,saves,goals,save_pct
1568,207051539,에드윈 반데르사르,207,TT (Top Transfer),10,486,1082,1264,0.4612
1569,214212831,알리송,214,TC (Tournament Champions),11,2430,5491,6422,0.4609
1570,214203775,로리스 카리우스,214,TC (Tournament Champions),13,847,1838,2152,0.4607
1571,300235840,M. 디 그레고리오,300,25 LIVE (25 LIVE),9,1279,2905,3402,0.4606
1572,201192119,티보 쿠르투아,201,NHD (National Hero Debut),13,2119,4698,5503,0.4605
1573,508024630,페페 레이나,508,21 PL (21 Premium Live),8,313,752,881,0.4605
1574,253002147,M. 스테켈렌뷔르흐,253,BOE21 (Best of Europe 21),10,371,838,982,0.4604
1575,300200110,마르코 비조트,300,25 LIVE (25 LIVE),8,220,477,559,0.4604
1576,201167495,마누엘 노이어,201,NHD (National Hero Debut),11,451,1022,1198,0.4604
1577,517205186,파울로 가사니가,517,25 PL (25 Premium Live),8,2385,5457,6400,0.4602
1578,234051539,에드윈 반데르사르,234,LH (Loyal Heroes),9,361,902,1058,0.4602
1579,206192119,티보 쿠르투아,206,TB (Tournament Best),12,1439,3216,3773,0.4602
1580,300230869,우나이 시몬,300,25 LIVE (25 LIVE),11,594,1327,1557,0.4601
1581,216230621,잔루이지 돈나룸마,216,HOT (Heroes Of the Team),8,9311,21055,24744,0.4597
1582,216199482,안토니 로페스,216,HOT (Heroes Of the Team),11,231,435,512,0.4593
1583,517224987,이반 프로베델,517,25 PL (25 Premium Live),11,493,1083,1275,0.4593
1584,207212831,알리송,207,TT (Top Transfer),12,314,687,809,0.4592
1585,280230621,잔루이지 돈나룸마,280,22 UCL (22 UEFA Champions League),8,5163,11597,13657,0.4592
1586,217212831,알리송,217,COC (Competitor Of Continents),9,532,1232,1451,0.4592
1587,517230869,우나이 시몬,517,25 PL (25 Premium Live),10,358,793,934,0.4592
1588,231173426,시몽 미뇰레,231,VTR (Veteran),8,2170,4898,5772,0.4590
1589,300270821,M. 펜더스,300,25 LIVE (25 LIVE),13,897,2085,2458,0.4589
1590,517193698,올리버 바우만,517,25 PL (25 Premium Live),8,227,497,586,0.4589
1591,300263063,J. 트래포드,300,25 LIVE (25 LIVE),11,400,932,1099,0.4589
1592,513240091,G. 비카리오,513,23 PL (23 Premium Live),8,1651,3775,4452,0.4589
1593,216234642,에두아르 멘디,216,HOT (Heroes Of the Team),12,399,890,1050,0.4588
1594,206177683,얀 조머,206,TB (Tournament Best),9,553,1222,1442,0.4587
1595,300233934,에런 램즈데일,300,25 LIVE (25 LIVE),11,449,977,1153,0.4587
1596,206230621,잔루이지 돈나룸마,206,TB (Tournament Best),12,649,1465,1729,0.4587
1597,207212831,알리송,207,TT (Top Transfer),8,1254,2777,3279,0.4586
1598,300243675,키얼 스헤르펀,300,25 LIVE (25 LIVE),13,2095,4566,5392,0.4585
1599,206210257,에데르송,206,TB (Tournament Best),8,643,1446,1708,0.4585
1600,206203775,로리스 카리우스,206,TB (Tournament Best),12,525,1108,1309,0.4584
1601,216190053,페터 슈마이켈,216,HOT (Heroes Of the Team),8,2102,4808,5682,0.4583
1602,234150724,조 하트,234,LH (Loyal Heroes),8,955,2107,2492,0.4581
1603,218191655,김승규,218,OTW (Ones To Watch),12,425,941,1114,0.4579
1604,216230621,잔루이지 돈나룸마,216,HOT (Heroes Of the Team),9,536,1245,1475,0.4577
1605,206048940,페트르 체흐,206,TB (Tournament Best),13,1911,4198,4979,0.4574
1606,206203775,로리스 카리우스,206,TB (Tournament Best),11,456,1043,1238,0.4573
1607,300235840,M. 디 그레고리오,300,25 LIVE (25 LIVE),8,4359,9938,11817,0.4568
1608,234192119,티보 쿠르투아,234,LH (Loyal Heroes),8,11703,26120,31061,0.4568
1609,242212831,알리송,242,20 UCL (20 UEFA Champions League),8,1026,2351,2796,0.4568
1610,217200110,마르코 비조트,217,COC (Competitor Of Continents),13,1153,2501,2975,0.4567
1611,300243675,키얼 스헤르펀,300,25 LIVE (25 LIVE),11,482,1089,1296,0.4566
1612,234173373,세르히오 로메로,234,LH (Loyal Heroes),8,2891,6497,7733,0.4566
1613,300234102,I. 라두,300,25 LIVE (25 LIVE),12,291,619,737,0.4565
1614,207048940,페트르 체흐,207,TT (Top Transfer),11,740,1725,2054,0.4565
1615,214212831,알리송,214,TC (Tournament Champions),10,445,975,1161,0.4565
1616,253168435,살바토레 시리구,253,BOE21 (Best of Europe 21),13,564,1299,1548,0.4563
1617,300233934,에런 램즈데일,300,25 LIVE (25 LIVE),12,347,754,899,0.4561
1618,252048940,페트르 체흐,252,CAP (Captain),9,310,706,842,0.4561
1619,300235840,M. 디 그레고리오,300,25 LIVE (25 LIVE),10,1238,2803,3343,0.4561
1620,300192563,베른트 레노,300,25 LIVE (25 LIVE),13,313,742,885,0.4561
1621,300235840,M. 디 그레고리오,300,25 LIVE (25 LIVE),12,2889,6250,7463,0.4558
1622,206024630,페페 레이나,206,TB (Tournament Best),9,2069,4687,5597,0.4558
1623,300215316,헤로니모 룰리,300,25 LIVE (25 LIVE),8,400,854,1020,0.4557
1624,300233306,딘 헨더슨,300,25 LIVE (25 LIVE),12,499,1101,1316,0.4555
1625,207051539,에드윈 반데르사르,207,TT (Top Transfer),9,3591,8018,9585,0.4555
1626,256186569,스벤 울라이히,256,BTB (Back to Back),9,599,1326,1586,0.4554
1627,214167495,마누엘 노이어,214,TC (Tournament Champions),11,237,423,506,0.4553
1628,300200159,S. 오르테가,300,25 LIVE (25 LIVE),13,949,2000,2395,0.4551
1629,218191655,김승규,218,OTW (Ones To Watch),11,280,620,743,0.4549
1630,300234577,디오구 코스타,300,25 LIVE (25 LIVE),8,354,814,976,0.4547
1631,260186153,보이치에흐 슈체스니,260,21 UCL (21 UEFA Champions League),8,364,819,982,0.4547
1632,216167495,마누엘 노이어,216,HOT (Heroes Of the Team),9,365,859,1030,0.4547
1633,206212831,알리송,206,TB (Tournament Best),11,6321,14039,16834,0.4547
1634,300167948,위고 요리스,300,25 LIVE (25 LIVE),13,769,1743,2092,0.4545
1635,206024630,페페 레이나,206,TB (Tournament Best),8,10328,23353,28031,0.4545
1636,206167495,마누엘 노이어,206,TB (Tournament Best),11,1122,2484,2982,0.4544
1637,206192448,M. 테어슈테겐,206,TB (Tournament Best),8,1370,3056,3670,0.4544
1638,300230670,루카스 페리,300,25 LIVE (25 LIVE),10,281,631,758,0.4543
1639,517254803,S. 라먼스,517,25 PL (25 Premium Live),8,9201,20442,24570,0.4541
1640,252002147,M. 스테켈렌뷔르흐,252,CAP (Captain),10,499,1143,1374,0.4541
1641,207167495,마누엘 노이어,207,TT (Top Transfer),12,292,608,731,0.4541
1642,511194404,네투,511,22 PL (22 Premium Live),8,470,1057,1271,0.4540
1643,242194404,네투,242,20 UCL (20 UEFA Champions League),8,329,731,879,0.4540
1644,225212915,윤평국,225,TKL (TEAM K LEAGUE),12,201,434,522,0.4540
1645,206167495,마누엘 노이어,206,TB (Tournament Best),10,1051,2293,2758,0.4540
1646,214212831,알리송,214,TC (Tournament Champions),9,249,572,688,0.4540
1647,214186569,스벤 울라이히,214,TC (Tournament Champions),11,510,1037,1248,0.4538
1648,206203042,잭 버틀런드,206,TB (Tournament Best),13,1564,3332,4010,0.4538
1649,234190941,L. 흐라데츠키,234,LH (Loyal Heroes),8,284,633,762,0.4538
1650,201048940,페트르 체흐,201,NHD (National Hero Debut),13,1463,3134,3773,0.4537
1651,218215316,헤로니모 룰리,218,OTW (Ones To Watch),8,226,510,614,0.4537
1652,300224836,V. 밀린코비치-사비치,300,25 LIVE (25 LIVE),8,2794,6083,7329,0.4535
1653,300200389,얀 오블라크,300,25 LIVE (25 LIVE),8,734,1599,1927,0.4535
1654,206188943,케빈 트라프,206,TB (Tournament Best),12,323,692,834,0.4535
1655,216234642,에두아르 멘디,216,HOT (Heroes Of the Team),13,872,1915,2310,0.4533
1656,216234642,에두아르 멘디,216,HOT (Heroes Of the Team),10,285,654,789,0.4532
1657,206167495,마누엘 노이어,206,TB (Tournament Best),9,561,1248,1506,0.4532
1658,214001179,잔루이지 부폰,214,TC (Tournament Champions),9,224,474,572,0.4532
1659,216192563,베른트 레노,216,HOT (Heroes Of the Team),8,1075,2411,2911,0.4530
1660,300240225,M. 사포노프,300,25 LIVE (25 LIVE),12,423,877,1059,0.4530
1661,508230869,우나이 시몬,508,21 PL (21 Premium Live),13,339,754,911,0.4529
1662,300230872,밀레 스빌라르,300,25 LIVE (25 LIVE),13,772,1618,1955,0.4528
1663,206212831,알리송,206,TB (Tournament Best),13,618,1315,1589,0.4528
1664,206164835,우카시 파비안스키,206,TB (Tournament Best),12,259,595,719,0.4528
1665,300233306,딘 헨더슨,300,25 LIVE (25 LIVE),10,308,686,829,0.4528
1666,207048940,페트르 체흐,207,TT (Top Transfer),13,265,574,694,0.4527
1667,206024630,페페 레이나,206,TB (Tournament Best),10,2632,5663,6848,0.4526
1668,300191655,김승규,300,25 LIVE (25 LIVE),8,1720,3788,4582,0.4526
1669,324073239,카를루스 미겔 ,324,24 LIVE (24 LIVE),13,331,677,819,0.4525
1670,253207998,대니 워드,253,BOE21 (Best of Europe 21),8,285,646,782,0.4524
1671,293234748,구성윤,293,22 KFA (22 KFA),8,678,1393,1687,0.4523
1672,517246139,이냐키 페냐,517,25 PL (25 Premium Live),9,541,1208,1464,0.4521
1673,300220407,마르틴 두브라브카,300,25 LIVE (25 LIVE),13,497,1090,1323,0.4517
1674,300235840,M. 디 그레고리오,300,25 LIVE (25 LIVE),11,5197,11409,13848,0.4517
1675,206048940,페트르 체흐,206,TB (Tournament Best),8,526,1216,1476,0.4517
1676,300204883,브라이스 삼바,300,25 LIVE (25 LIVE),12,244,575,698,0.4517
1677,300254803,S. 라먼스,300,25 LIVE (25 LIVE),13,767,1684,2045,0.4516
1678,300233306,딘 헨더슨,300,25 LIVE (25 LIVE),11,383,839,1019,0.4516
1679,300210941,이창근,300,25 LIVE (25 LIVE),8,486,1100,1336,0.4516
1680,214192119,티보 쿠르투아,214,TC (Tournament Champions),11,6857,14968,18184,0.4515
1681,206048940,페트르 체흐,206,TB (Tournament Best),12,747,1498,1820,0.4515
1682,300277669,톰 휠스만,300,25 LIVE (25 LIVE),13,793,1730,2102,0.4515
1683,201192119,티보 쿠르투아,201,NHD (National Hero Debut),11,3317,7316,8891,0.4514
1684,273192119,티보 쿠르투아,273,WC22 (World Cup 2022),8,217,473,575,0.4513
1685,260230621,잔루이지 돈나룸마,260,21 UCL (21 UEFA Champions League),8,369,762,927,0.4512
1686,206192448,M. 테어슈테겐,206,TB (Tournament Best),9,402,989,1204,0.4510
1687,300219836,루벤 야네스 ,300,25 LIVE (25 LIVE),13,1467,3132,3814,0.4509
1688,300266323,김준홍,300,25 LIVE (25 LIVE),13,314,694,846,0.4506
1689,300073580,A. 킨스키,300,25 LIVE (25 LIVE),13,1150,2605,3178,0.4505
1690,513192119,티보 쿠르투아,513,23 PL (23 Premium Live),8,255,566,691,0.4503
1691,300220901,다비드 라야,300,25 LIVE (25 LIVE),8,3283,7192,8783,0.4502
1692,225019580,이운재,225,TKL (TEAM K LEAGUE),8,202,452,552,0.4502
1693,300191655,김승규,300,25 LIVE (25 LIVE),13,5629,12390,15132,0.4502
1694,214051539,에드윈 반데르사르,214,TC (Tournament Champions),8,5292,11808,14434,0.4500
1695,237051539,에드윈 반데르사르,237,MC (Multi-League Champions),10,304,652,797,0.4500
1696,300234102,I. 라두,300,25 LIVE (25 LIVE),8,284,609,745,0.4498
1697,206186153,보이치에흐 슈체스니,206,TB (Tournament Best),8,3584,7979,9762,0.4497
1698,206203841,닉 포프,206,TB (Tournament Best),11,2096,4493,5501,0.4496
1699,300191655,김승규,300,25 LIVE (25 LIVE),9,609,1288,1577,0.4496
1700,217234642,에두아르 멘디,217,COC (Competitor Of Continents),13,1381,3008,3683,0.4496
1701,207048940,페트르 체흐,207,TT (Top Transfer),8,732,1577,1931,0.4495
1702,214001179,잔루이지 부폰,214,TC (Tournament Champions),8,3499,7623,9340,0.4494
1703,207210257,에데르송,207,TT (Top Transfer),8,1139,2387,2925,0.4494
1704,300210941,이창근,300,25 LIVE (25 LIVE),12,262,620,760,0.4493
1705,300204935,조던 픽포드,300,25 LIVE (25 LIVE),8,714,1568,1923,0.4492
1706,214192119,티보 쿠르투아,214,TC (Tournament Champions),12,833,1836,2252,0.4491
1707,217177683,얀 조머,217,COC (Competitor Of Continents),11,239,527,647,0.4489
1708,207051539,에드윈 반데르사르,207,TT (Top Transfer),8,6553,14378,17656,0.4488
1709,206215316,헤로니모 룰리,206,TB (Tournament Best),11,728,1569,1927,0.4488
1710,300205812,P. 테라차노,300,25 LIVE (25 LIVE),13,1278,2684,3297,0.4488
1711,300210257,에데르송,300,25 LIVE (25 LIVE),8,6649,14678,18034,0.4487
1712,280172203,F. 포스터,280,22 UCL (22 UEFA Champions League),8,573,1211,1488,0.4487
1713,207212831,알리송,207,TT (Top Transfer),9,425,939,1154,0.4486
1714,206206585,케파,206,TB (Tournament Best),8,601,1333,1639,0.4485
1715,214186569,스벤 울라이히,214,TC (Tournament Champions),10,208,466,573,0.4485
1716,324024630,페페 레이나,324,24 LIVE (24 LIVE),8,318,741,912,0.4483
1717,207193080,데헤아,207,TT (Top Transfer),9,229,489,602,0.4482
1718,221206585,케파,221,19 UCL (19 UEFA Champions League),8,272,562,692,0.4482
1719,207193080,데헤아,207,TT (Top Transfer),13,586,1243,1531,0.4481
1720,300215316,헤로니모 룰리,300,25 LIVE (25 LIVE),13,535,1173,1445,0.4481
1721,207204935,조던 픽포드,207,TT (Top Transfer),8,237,517,637,0.4480
1722,206188943,케빈 트라프,206,TB (Tournament Best),13,1893,4238,5223,0.4479
1723,300225395,에즈키에타,300,25 LIVE (25 LIVE),13,905,1906,2350,0.4478
1724,201051539,에드윈 반데르사르,201,NHD (National Hero Debut),12,5133,11105,13693,0.4478
1725,214212831,알리송,214,TC (Tournament Champions),8,469,970,1197,0.4476
1726,300205812,P. 테라차노,300,25 LIVE (25 LIVE),8,345,741,915,0.4475
1727,206186153,보이치에흐 슈체스니,206,TB (Tournament Best),9,306,650,803,0.4474
1728,260226753,앙드레 오나나,260,21 UCL (21 UEFA Champions League),8,935,2058,2549,0.4467
1729,322162835,사미르 한다노비치,322,22 LIVE (22 LIVE),8,234,532,659,0.4467
1730,300204935,조던 픽포드,300,25 LIVE (25 LIVE),11,504,1072,1329,0.4465
1731,206203042,잭 버틀런드,206,TB (Tournament Best),10,204,442,548,0.4465
1732,206173373,세르히오 로메로,206,TB (Tournament Best),11,262,572,710,0.4462
1733,300233934,에런 램즈데일,300,25 LIVE (25 LIVE),13,1104,2390,2974,0.4456
1734,206192119,티보 쿠르투아,206,TB (Tournament Best),10,1192,2606,3243,0.4455
1735,300204092,J. 블라스비히,300,25 LIVE (25 LIVE),11,419,892,1111,0.4453
1736,324024630,페페 레이나,324,24 LIVE (24 LIVE),13,11332,24518,30544,0.4453
1737,210192119,티보 쿠르투아,210,GR (Golden Rookies),8,1241,2669,3325,0.4453
1738,517209981,야신 부누,517,25 PL (25 Premium Live),9,226,539,672,0.4451
1739,300203004,양한빈,300,25 LIVE (25 LIVE),8,268,599,747,0.4450
1740,300203004,양한빈,300,25 LIVE (25 LIVE),13,802,1775,2214,0.4450
1741,300212442,주제 사,300,25 LIVE (25 LIVE),13,266,585,730,0.4449
1742,206212831,알리송,206,TB (Tournament Best),9,679,1532,1912,0.4448
1743,206203841,닉 포프,206,TB (Tournament Best),12,1381,2918,3646,0.4445
1744,295234748,구성윤,295,19 KFA (19 KFA),13,668,1401,1752,0.4443
1745,253002147,M. 스테켈렌뷔르흐,253,BOE21 (Best of Europe 21),8,759,1532,1916,0.4443
1746,300204883,브라이스 삼바,300,25 LIVE (25 LIVE),13,756,1624,2032,0.4442
1747,251186153,보이치에흐 슈체스니,251,EBS (European Best Stars),12,4525,9648,12076,0.4441
1748,300212432,조현우,300,25 LIVE (25 LIVE),11,2046,4430,5547,0.4440
1749,298212432,조현우,298,18 KFA (18 KFA),13,815,1725,2161,0.4439
1750,502192119,티보 쿠르투아,502,19 PLA (19 Premium Live Autumn),8,3909,8431,10577,0.4436
1751,845234642,에두아르 멘디,845,CH (Continental Heroes),9,364,935,1173,0.4435
1752,300269626,Đ. 페트로비치,300,25 LIVE (25 LIVE),13,275,564,708,0.4434
1753,300203042,잭 버틀런드,300,25 LIVE (25 LIVE),13,313,657,825,0.4433
1754,300224987,이반 프로베델,300,25 LIVE (25 LIVE),13,211,406,510,0.4432
1755,300258885,루이스 주니오르,300,25 LIVE (25 LIVE),13,1137,2389,3001,0.4432
1756,300073562,벤투 ,300,25 LIVE (25 LIVE),13,1830,4046,5083,0.4432
1757,216234642,에두아르 멘디,216,HOT (Heroes Of the Team),11,674,1423,1788,0.4432
1758,206188943,케빈 트라프,206,TB (Tournament Best),11,464,994,1249,0.4432
1759,206177683,얀 조머,206,TB (Tournament Best),10,307,699,879,0.4430
1760,300192448,M. 테어슈테겐,300,25 LIVE (25 LIVE),8,12687,27432,34514,0.4428
1761,513228789,로베르트 산체스,513,23 PL (23 Premium Live),8,867,1757,2211,0.4428
1762,300193698,올리버 바우만,300,25 LIVE (25 LIVE),8,205,417,525,0.4427
1763,210230621,잔루이지 돈나룸마,210,GR (Golden Rookies),8,5062,10793,13589,0.4427
1764,300205186,파울로 가사니가,300,25 LIVE (25 LIVE),13,511,1123,1415,0.4425
1765,300216065,M. 스포르티엘로,300,25 LIVE (25 LIVE),12,414,859,1083,0.4423
1766,300211738,마르크 플레컨,300,25 LIVE (25 LIVE),11,298,609,769,0.4419
1767,300259532,주안 가르시아,300,25 LIVE (25 LIVE),13,5126,11066,13975,0.4419
1768,300259532,주안 가르시아,300,25 LIVE (25 LIVE),12,2719,5812,7340,0.4419
1769,300225116,알렉스 메레트,300,25 LIVE (25 LIVE),12,268,561,709,0.4417
1770,300238570,송범근,300,25 LIVE (25 LIVE),10,560,1185,1499,0.4415
1771,201048940,페트르 체흐,201,NHD (National Hero Debut),12,363,754,954,0.4415
1772,214186569,스벤 울라이히,214,TC (Tournament Champions),8,302,644,815,0.4414
1773,300192119,티보 쿠르투아,300,25 LIVE (25 LIVE),10,567,1215,1538,0.4413
1774,242192119,티보 쿠르투아,242,20 UCL (20 UEFA Champions League),8,8103,17530,22191,0.4413
1775,300210941,이창근,300,25 LIVE (25 LIVE),13,905,1959,2480,0.4413
1776,300224251,로빈 첸트너,300,25 LIVE (25 LIVE),13,269,575,728,0.4413
1777,298238570,송범근,298,18 KFA (18 KFA),13,437,900,1140,0.4412
1778,300073562,벤투 ,300,25 LIVE (25 LIVE),11,429,888,1125,0.4411
1779,300226753,앙드레 오나나,300,25 LIVE (25 LIVE),8,2671,5852,7420,0.4409
1780,511211515,P. 골리니,511,22 PL (22 Premium Live),8,276,544,690,0.4408
1781,216234642,에두아르 멘디,216,HOT (Heroes Of the Team),8,256,529,671,0.4408
1782,324024630,페페 레이나,324,24 LIVE (24 LIVE),12,2415,5083,6450,0.4407
1783,300276570,우구 소자,300,25 LIVE (25 LIVE),11,226,483,613,0.4407
1784,206206585,케파,206,TB (Tournament Best),10,399,865,1098,0.4407
1785,214048940,페트르 체흐,214,TC (Tournament Champions),10,268,573,728,0.4404
1786,201192119,티보 쿠르투아,201,NHD (National Hero Debut),12,779,1674,2127,0.4404
1787,300234577,디오구 코스타,300,25 LIVE (25 LIVE),11,411,903,1148,0.4403
1788,300186153,보이치에흐 슈체스니,300,25 LIVE (25 LIVE),12,270,608,773,0.4403
1789,300203004,양한빈,300,25 LIVE (25 LIVE),10,257,577,734,0.4401
1790,300212432,조현우,300,25 LIVE (25 LIVE),10,543,1190,1514,0.4401
1791,300228413,에밀 아우데로,300,25 LIVE (25 LIVE),8,1098,2425,3086,0.4400
1792,206167495,마누엘 노이어,206,TB (Tournament Best),8,1307,2738,3485,0.4400
1793,300278394,프란 곤살레스,300,25 LIVE (25 LIVE),13,781,1674,2131,0.4399
1794,201001179,잔루이지 부폰,201,NHD (National Hero Debut),8,268,582,741,0.4399
1795,300199987,야스퍼르 실러선,300,25 LIVE (25 LIVE),8,2323,5051,6432,0.4399
1796,324024630,페페 레이나,324,24 LIVE (24 LIVE),11,1592,3502,4469,0.4393
1797,300193080,데헤아,300,25 LIVE (25 LIVE),8,1110,2350,3001,0.4392
1798,511220820,모리 디아우,511,22 PL (22 Premium Live),13,209,414,529,0.4390
1799,300194404,네투,300,25 LIVE (25 LIVE),9,288,597,763,0.4390
1800,300214979,후안 무소,300,25 LIVE (25 LIVE),12,206,406,519,0.4389
1801,300073562,벤투 ,300,25 LIVE (25 LIVE),12,729,1547,1978,0.4389
1802,300212831,알리송,300,25 LIVE (25 LIVE),8,13215,28325,36237,0.4387
1803,300241050,A. 마이어,300,25 LIVE (25 LIVE),13,229,486,622,0.4386
1804,206203841,닉 포프,206,TB (Tournament Best),9,226,414,530,0.4386
1805,508172203,F. 포스터,508,21 PL (21 Premium Live),8,557,1216,1557,0.4385
1806,511228789,로베르트 산체스,511,22 PL (22 Premium Live),8,2483,5100,6531,0.4385
1807,300259532,주안 가르시아,300,25 LIVE (25 LIVE),8,749,1626,2083,0.4384
1808,300238570,송범근,300,25 LIVE (25 LIVE),11,1833,3828,4904,0.4384
1809,206212831,알리송,206,TB (Tournament Best),8,1723,3803,4882,0.4379
1810,300173426,시몽 미뇰레,300,25 LIVE (25 LIVE),8,268,606,778,0.4379
1811,300198009,마티아 페린,300,25 LIVE (25 LIVE),13,249,560,719,0.4378
1812,217212831,알리송,217,COC (Competitor Of Continents),10,238,517,664,0.4378
1813,214048940,페트르 체흐,214,TC (Tournament Champions),8,2762,5803,7453,0.4378
1814,214192119,티보 쿠르투아,214,TC (Tournament Champions),9,303,650,835,0.4377
1815,300210358,A. 브리뇰리,300,25 LIVE (25 LIVE),13,441,863,1109,0.4376
1816,201190053,페터 슈마이켈,201,NHD (National Hero Debut),8,237,519,667,0.4376
1817,300258498,B. 베르브뤼헌,300,25 LIVE (25 LIVE),13,596,1322,1699,0.4376
1818,300243830,말리송,300,25 LIVE (25 LIVE),13,1281,2760,3549,0.4375
1819,206203042,잭 버틀런드,206,TB (Tournament Best),11,755,1570,2019,0.4374
1820,323174543,클라우디오 브라보,323,23 LIVE (23 LIVE),8,542,1165,1499,0.4373
1821,300193336,비드 벨레츠,300,25 LIVE (25 LIVE),13,305,631,812,0.4373
1822,300228383,카밀 그라바라,300,25 LIVE (25 LIVE),13,2313,4695,6044,0.4372
1823,300254803,S. 라먼스,300,25 LIVE (25 LIVE),11,259,539,694,0.4371
1824,300167948,위고 요리스,300,25 LIVE (25 LIVE),8,489,1073,1382,0.4371
1825,201048940,페트르 체흐,201,NHD (National Hero Debut),11,793,1700,2190,0.4370
1826,206048940,페트르 체흐,206,TB (Tournament Best),11,1506,3294,4245,0.4369
1827,300212432,조현우,300,25 LIVE (25 LIVE),13,6343,13164,16969,0.4369
1828,201193080,데헤아,201,NHD (National Hero Debut),8,216,470,606,0.4368
1829,511262621,G. 마마르다슈빌리,511,22 PL (22 Premium Live),8,2097,4306,5553,0.4368
1830,300214979,후안 무소,300,25 LIVE (25 LIVE),13,364,770,993,0.4368
1831,242001179,잔루이지 부폰,242,20 UCL (20 UEFA Champions League),8,602,1230,1587,0.4366
1832,201001179,잔루이지 부폰,201,NHD (National Hero Debut),12,309,691,892,0.4365
1833,300185122,페테르 굴라치,300,25 LIVE (25 LIVE),11,685,1382,1785,0.4364
1834,300240225,M. 사포노프,300,25 LIVE (25 LIVE),8,1454,3040,3934,0.4359
1835,300225116,알렉스 메레트,300,25 LIVE (25 LIVE),13,616,1344,1742,0.4355
1836,300228789,로베르트 산체스,300,25 LIVE (25 LIVE),13,3260,6822,8845,0.4354
1837,231146748,디에고 로페스,231,VTR (Veteran),8,645,1469,1905,0.4354
1838,300172723,아스미르 베고비치,300,25 LIVE (25 LIVE),13,799,1685,2188,0.4351
1839,280162835,사미르 한다노비치,280,22 UCL (22 UEFA Champions League),8,381,800,1039,0.4350
1840,300212432,조현우,300,25 LIVE (25 LIVE),9,837,1784,2317,0.4350
1841,300177683,얀 조머,300,25 LIVE (25 LIVE),8,2528,5320,6910,0.4350
1842,300263063,J. 트래포드,300,25 LIVE (25 LIVE),13,2988,6198,8051,0.4350
1843,300212432,조현우,300,25 LIVE (25 LIVE),8,1904,3935,5114,0.4349
1844,300185122,페테르 굴라치,300,25 LIVE (25 LIVE),8,983,2117,2753,0.4347
1845,300240913,케빈 켈레허,300,25 LIVE (25 LIVE),11,438,922,1199,0.4347
1846,300271918,R. 리세르,300,25 LIVE (25 LIVE),13,431,872,1135,0.4345
1847,206192119,티보 쿠르투아,206,TB (Tournament Best),8,5444,11246,14641,0.4344
1848,300238570,송범근,300,25 LIVE (25 LIVE),13,7383,15362,20035,0.4340
1849,214192119,티보 쿠르투아,214,TC (Tournament Champions),8,766,1696,2212,0.4340
1850,300235073,그레고르 코벨,300,25 LIVE (25 LIVE),8,539,1182,1542,0.4339
1851,273180739,가와시마 에이지,273,WC22 (World Cup 2022),8,221,469,612,0.4339
1852,300209960,파체코,300,25 LIVE (25 LIVE),13,235,491,641,0.4337
1853,300215316,헤로니모 룰리,300,25 LIVE (25 LIVE),12,286,605,790,0.4337
1854,300238570,송범근,300,25 LIVE (25 LIVE),8,1417,2942,3844,0.4335
1855,300212831,알리송,300,25 LIVE (25 LIVE),9,293,657,859,0.4334
1856,300206075,샘 존스톤,300,25 LIVE (25 LIVE),8,748,1606,2100,0.4334
1857,300193105,알퐁스 아레올라,300,25 LIVE (25 LIVE),10,260,587,768,0.4332
1858,217203042,잭 버틀런드,217,COC (Competitor Of Continents),11,750,1604,2102,0.4328
1859,251186153,보이치에흐 슈체스니,251,EBS (European Best Stars),11,9228,19165,25120,0.4328
1860,201193080,데헤아,201,NHD (National Hero Debut),11,226,440,577,0.4326
1861,251186153,보이치에흐 슈체스니,251,EBS (European Best Stars),10,1109,2308,3030,0.4324
1862,300191655,김승규,300,25 LIVE (25 LIVE),10,310,629,826,0.4323
1863,324208104,마테우스,324,24 LIVE (24 LIVE),11,241,488,641,0.4322
1864,507221700,노동건,507,21KLeague (21KLeague),13,201,417,548,0.4321
1865,300276839,S. 데플랑슈,300,25 LIVE (25 LIVE),13,254,553,727,0.4320
1866,206203841,닉 포프,206,TB (Tournament Best),8,795,1702,2238,0.4320
1867,300203841,닉 포프,300,25 LIVE (25 LIVE),8,3252,6847,9013,0.4317
1868,300238570,송범근,300,25 LIVE (25 LIVE),12,1542,3278,4318,0.4315
1869,300259532,주안 가르시아,300,25 LIVE (25 LIVE),11,1546,3286,4329,0.4315
1870,300238570,송범근,300,25 LIVE (25 LIVE),9,787,1631,2151,0.4313
1871,300190941,L. 흐라데츠키,300,25 LIVE (25 LIVE),11,533,1074,1418,0.4310
1872,300225116,알렉스 메레트,300,25 LIVE (25 LIVE),11,220,427,564,0.4309
1873,206192119,티보 쿠르투아,206,TB (Tournament Best),9,1166,2393,3161,0.4309
1874,300228789,로베르트 산체스,300,25 LIVE (25 LIVE),10,742,1581,2089,0.4308
1875,512191924,이범영,512,23KLeague (23KLeague),13,379,784,1036,0.4308
1876,300230869,우나이 시몬,300,25 LIVE (25 LIVE),8,360,709,937,0.4307
1877,295191655,김승규,295,19 KFA (19 KFA),11,416,872,1153,0.4306
1878,300238186,마르친 부우카,300,25 LIVE (25 LIVE),13,2885,5916,7827,0.4305
1879,300173426,시몽 미뇰레,300,25 LIVE (25 LIVE),13,686,1439,1904,0.4305
1880,319005479,카시야스,319,19 LIVE (19 LIVE),8,1252,2715,3596,0.4302
1881,300276570,우구 소자,300,25 LIVE (25 LIVE),13,1043,2217,2937,0.4302
